phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
ai-mé		aimé	eme	aimer	VER	m	s	1655.07	795.61	75.92	71.96	par:pas;	2	9	0	4	3	VVCV	VCV	10	16	4	3	e-me	2	V-CV	émia	eme	ai-mé	VER,ADJ	100	22	1.3	1.1	aimer	1
ces-		cesse	sEs	cesse	NOM	f	s	28.88	71.96	28.86	71.96		2	5	1	5	3	CVCCV	CVC	8	26	5	3	sEs	1	CVC	essec	sEs	ces-se	NOM,VER	70	20	1.35	1	cesse	1
froi		froid	fRwa	froid	NOM	m	s	29.11	76.08	28.73	71.96		2	4	1	5	4	CCVVC	CCYV	0	7	5	4	fRwa	1	CCYV	diorf	awRf	froid	ADJ,NOM	100	25	1.85	1.35	froid	1
na-tu-rel-e-men		naturellement	natyREl°m@	naturellement	ADV			21.05	71.96	21.05	71.96		1	1	1	13	10	CVCVCVCCVCVCC	CVCVCVCVCV	0	0	8	8	na-ty-RE-l°-m@	5	CV-CV-CV-CV-CV	tnemellerutan	@m°lERytan	na-tu-rel-le-ment	ADV			3.55		naturellement	1
cou-rir		courir	kuRiR	courir	VER			146.5	263.38	47.19	71.82	inf;	1	1	1	6	5	CVVCVC	CVCVC	1	9	5	4	ku-RiR	2	CV-CVC	riruoc	RiRuk	cou-rir	VER	100	18	1.9	1.4	courir	1
celui-ci		celui-ci	s°l8isi	celui-ci	PRO:dem	m	s	45.97	71.76	45.97	71.76		1	1	1	8	7	CVCVV-CV	CVCYVCV	0	0	7	6	s°-l8i-si	3	CV-CYV-CV	ic-iulec	isi8l°s	celui-ci	PRO:dem			3.55	2.95	celui-ci-:dem	3
croi		croix	kRwa	croix	NOM	f		29.1	71.62	29.1	71.62		1	9	1	5	4	CCVVC	CCYV	4	9	5	4	kRwa	1	CCYV	xiorc	awRk	croix	NOM	92	25	1.8	1.2	croix	1
cri		cri	kRi	cri	NOM	m	s	45.58	155.41	18.79	71.55		1	5	1	3	3	CCV	CCV	7	15	3	3	kRi	1	CCV	irc	iRk	cri	NOM			1.15	1	crier	1
bas-		basse	bas	bas	ADJ	f	s	85.56	187.09	9.54	71.28		2	4	0	5	3	CVCCV	CVC	16	30	5	3	bas	1	CVC	essab	sab	bas-se	ADJ,NOM			1	1	bas	1
pa-ru		parut	paRy	paraître	VER			122.14	448.11	1.48	71.28	ind:pas:3s;	1	5	0	5	4	CVCVC	CVCV	3	15	0	0	pa-Ry	2	CV-CV	turap	yRap	pa-rut	VER	96	27	1.75	1.05	paraître	1
ap-ren-dr		apprendre	apR@dR	apprendre	VER			348.47	286.69	101.76	71.22	ind:pre:2p;inf;	1	1	1	9	6	VCCCVCCCV	VCCVCC	1	1	7	5	a-pR@dR	2	V-CCVCC	erdnerppa	Rd@Rpa	ap-pren-dre	VER	100	24	1.95	1.6	apprendre	1
par-fai-te-men		parfaitement	paRfEt°m@	parfaitement	ADV			45.48	71.08	45.48	71.08		1	1	1	12	9	CVCCVVCVCVCC	CVCCVCVCV	0	0	8	6	paR-fE-t°-m@	4	CVC-CV-CV-CV	tnemetiafrap	@m°tEfRap	par-fai-te-ment	ADV			3.65		parfaitement	1
é-ga-le-men		également	egal°m@	également	ADV			32.19	71.01	32.19	71.01		1	1	1	9	7	VCVCVCVCC	VCVCVCV	2	2	6	5	e-ga-l°-m@	4	V-CV-CV-CV	tnemelagé	@m°lage	é-ga-le-ment	ADV			1.85		également	1
lam-p		lampe	l@p	lampe	NOM	f	s	25.86	93.11	22.22	70.88		2	4	1	5	3	CVCCV	CVC	9	16	5	3	l@p	1	CVC	epmal	p@l	lam-pe	NOM,VER	96	30	1.2	1	lampe	1
mau-vai-s		mauvaise	movEz	mauvais	ADJ	f	s	252.69	200.61	88.33	70.88		1	2	0	8	5	CVVCVVCV	CVCVC	0	0	0	0	mo-vEz	2	CV-CVC	esiavuam	zEvom	mau-vai-se	ADJ	100	26	2.55	1.95	mauve-ais	2
se-cre		secret	s°kRE	secret	NOM	m	s	103.49	96.01	81.34	70.81		2	4	1	6	5	CVCCVC	CVCCV	1	4	5	5	s°-kRE	2	CV-CCV	terces	ERk°s	se-cret	ADJ,NOM	100	18	1.9	1.7	secret	1
di-sai		disais	dizE	dire	VER			5946.15	4832.5	98.37	70.68	ind:imp:1s;ind:imp:2s;	1	3	0	6	4	CVCVVC	CVCV	7	12	0	0	di-zE	2	CV-CV	siasid	Ezid	di-sais	VER	100	23	1.65	1.2	dire	1
ma-ria-g		mariage	maRjaZ	mariage	NOM	m	s	167.39	78.72	158.58	70.68		1	2	1	7	6	CVCVVCV	CVCYVC	0	5	6	6	ma-RjaZ	2	CV-CYVC	egairam	ZajRam	ma-ria-ge	NOM	100	29	1.9	1.7	mari-age	2
lar-g		large	laRZ	large	ADJ		s	18.66	107.5	14.25	70.54		2	4	1	5	4	CVCCV	CVCC	8	9	5	4	laRZ	1	CVCC	egral	ZRal	lar-ge	ADJ,NOM	100	24	1.45	1.5	large	1
trot-oir		trottoir	tRotwaR	trottoir	NOM	m	s	10.87	87.36	9.93	70.54		1	2	1	8	7	CCVCCVVC	CCVCYVC	1	1	6	5	tRo-twaR	2	CCV-CYVC	riottort	RawtoRt	trot-toir	NOM	100	17	2.4	2.2	trottoir	1
vo-lon-té		volonté	vol§te	volonté	NOM	f	s	47.08	74.93	44.41	70.54		1	2	1	7	6	CVCVCCV	CVCVCV	1	0	7	6	vo-l§-te	3	CV-CV-CV	étnolov	et§lov	vo-lon-té	NOM	95	20	2.4	2.05	volonté	1
fi-ni		finit	fini	finir	VER			557.61	417.97	29.97	70.47	ind:pre:3s;ind:pas:3s;	1	10	0	5	4	CVCVC	CVCV	6	5	0	4	fi-ni	2	CV-CV	tinif	inif	fi-nit	VER	100	30	1.65	1.45	finir	1
pa-reil		pareil	paREj	pareil	ADJ	m	s	133.45	149.66	95.18	70.47		3	9	1	6	5	CVCVVC	CVCVY	0	2	6	5	pa-REj	2	CV-CVY	lierap	jERap	pa-reil	ADJ,ADV,NOM	100	15	1.95	1.8	pareil	1
pier-		pierres	pjER	pierre	NOM	f	p	67.17	189.86	26.6	70.47		1	3	0	7	4	CVVCCVC	CYVC	1	13	0	4	pjER	1	CYVC	serreip	REjp	pier-res	NOM	96	30	1.9	1	pierre	1
bou-teil-		bouteille	butEj	bouteille	NOM	f	s	57.24	104.05	42.31	70.41		1	2	1	9	5	CVVCVVCCV	CVCVY	0	0	9	5	bu-tEj	2	CV-CVY	ellietuob	jEtub	bou-teil-le	NOM	100	21	2.6	1.9	bouteille	1
des-en-dr		descendre	des@dR	descendre	VER			235.97	301.62	65.28	70.41	inf;	1	1	1	9	6	CVCCVCCCV	CVCVCC	2	11	8	6	de-s@dR	2	CV-CVCC	erdnecsed	Rd@sed	des-cen-dre	VER	100	23	1.8	1.1	descendre	1
fê-t		fête	fEt	fête	NOM	f	s	155.97	94.05	138.03	70.41		2	10	1	4	3	CVCV	CVC	7	29	4	3	fEt	1	CVC	etêf	tEf	fê-te	NOM,VER	100	20	1.45	1	fête	1
re-vin		revint	R°v5	revenir	VER			618.62	490.54	2.24	70.41	ind:pas:3s;	1	3	0	6	4	CVCVCC	CVCV	4	14	0	0	R°-v5	2	CV-CV	tniver	5v°R	re-vint	VER	100	27	1.7	1.1	revenir	1
mon-t		monte	m§t	monter	VER			277.32	404.59	109.76	70.34	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;;imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;;imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	4	0	5	3	CVCCV	CVC	14	14	5	0	m§t	1	CVC	etnom	t§m	mon-te	VER	100	20	1	1	monter	1
lor		lors	lOR	lors	ADV			35.79	70.27	35.79	70.27		1	1	1	4	3	CVCC	CVC	12	25	4	3	lOR	1	CVC	srol	ROl	lors	ADV			1.1	1	lors	1
em-pê-cher		empêcher	@peSe	empêcher	VER			121.85	171.28	55.99	70.2	inf;	1	8	1	8	5	VCCVCCVC	VCVCV	3	2	8	4	@-pe-Se	3	V-CV-CV	rehcêpme	eSep@	em-pê-cher	VER	96	25	1.7	1.85	empêcher	1
pren		prends	pR@	prendre	VER			1913.83	1466.42	431.5	70.2	imp:pre:2s;ind:pre:1s;ind:pre:2s;	1	2	0	6	3	CCVCCC	CCV	0	19	0	0	pR@	1	CCV	sdnerp	@Rp	prend-s	VER	95	24	1.8	1	prendre	1
cer-tai-n		certaine	sERtEn	certain	ADJ	f	s	103.57	182.64	32.77	69.8		3	6	0	8	6	CVCCVVCV	CVCCVC	2	1	8	6	sER-tEn	2	CVC-CVC	eniatrec	nEtREs	cer-tai-ne	ADJ,ADJ:ind,PRO:ind	96	26	2.3	1.9	certain	1
cou-ra-g		courage	kuRaZ	courage	NOM	m	s	70.73	70.34	70.7	69.8		1	2	1	7	5	CVVCVCV	CVCVC	2	6	7	5	ku-RaZ	2	CV-CVC	egaruoc	ZaRuk	cou-ra-ge	NOM	100	27	1.7	1.45	courage	1
ca-pa-bl		capable	kapabl	capable	ADJ		s	76.85	86.35	65.15	69.73		1	2	1	7	6	CVCVCCV	CVCVCC	1	3	5	5	ka-pabl	2	CV-CVCC	elbapac	lbapak	ca-pa-ble	ADJ	100	13	1.95	1.8	capable	1
cer-t		certes	sERt	certes	ADV			14.88	69.66	14.88	69.66		1	1	1	6	4	CVCCVC	CVCC	6	19	5	4	sERt	1	CVCC	setrec	tREs	cer-tes	ADV			1.7	1	certes	1
pen-sai		pensais	p@sE	penser	VER			1485.47	869.8	199.51	69.66	ind:imp:1s;ind:imp:2s;	1	5	0	7	4	CVCCVVC	CVCV	2	16	0	0	p@-sE	2	CV-CV	siasnep	Es@p	pen-sais	VER	100	30	1.8	1.05	penser	1
sen-ti		sentit	s@ti	sentir	VER			535.4	718.78	1.98	69.66	ind:pas:3s;	1	12	0	6	4	CVCCVC	CVCV	5	14	0	4	s@-ti	2	CV-CV	titnes	it@s	sen-tit	VER	100	19	1.65	1	sentir	1
au-rai		auraient	oRE	avoir	AUX			18559.22	12800.81	34.48	69.53	cnd:pre:3p;	2	9	0	8	3	VVCVVVCC	VCV	4	23	0	3	o-RE	2	V-CV	tneiarua	ERo	au-raient	AUX,VER			1.75	1	avoir	1
i-ma-g		images	imaZ	image	NOM	f	p	82.13	188.92	30.79	69.53		1	3	0	6	4	VCVCVC	VCVC	2	2	0	4	i-maZ	2	V-CVC	segami	Zami	i-ma-ges	NOM	100	19	1.75	1.7	image	1
an-glai		anglais	@glE	anglais	NOM	m		51.01	79.53	48.81	69.46		3	3	1	7	4	VCCCVVC	VCCV	0	6	5	4	@-glE	2	V-CCV	sialgna	Elg@	an-glais	ADJ,NOM,VER	91	12	1.9	1.4	angle-ais	2
vau		vaut	vo	valoir	VER			236.07	175.74	161.53	69.39	ind:pre:3s;	1	7	0	4	2	CVVC	CV	5	23	0	2	vo	1	CV	tuav	ov	vaut	VER	96	29	1.65	1	valoir	1
peu-v		peuvent	p9v	pouvoir	VER			5524.47	2659.8	133.3	69.32	ind:pre:3p;	1	1	0	7	3	CVVCVCC	CVC	1	9	0	0	p9v	1	CVC	tnevuep	v9p	peu-vent	VER	95	21	1.9	1.5	pouvoir	1
ex-pres-ion		expression	EkspREsj§	expression	NOM	f	s	19.22	76.89	17.7	69.26		1	1	1	10	9	VCCCVCCVVC	VCCCCVCYV	0	1	10	9	Ek-spRE-sj§	3	VC-CCCV-CYV	noisserpxe	§jsERpskE	ex-pres-sion	NOM	92	26	2.45	2.35	express-ion	2
po-sé		posé	poze	poser	VER	m	s	217.2	409.05	28.09	69.26	par:pas;	2	12	0	4	4	CVCV	CVCV	7	16	4	4	po-ze	2	CV-CV	ésop	ezop	po-sé	VER,ADJ	95	23	1.45	1	poser	1
mi-li-tai-r		militaire	militER	militaire	ADJ		s	43.73	96.22	35.09	69.19		2	5	1	9	7	CVCVCVVCV	CVCVCVC	0	0	9	7	mi-li-tER	3	CV-CV-CVC	eriatilim	REtilim	mi-li-tai-re	ADJ,NOM	100	24	2.5	1.95	militaire	1
par-de-su		par-dessus	paRd°sy	par-dessus	PRE			16.1	69.19	16.1	69.19		1	2	1	10	7	CVC-CVCCVC	CVCCVCV	0	1	9	7	paR-d°-sy	3	CVC-CV-CV	sussed-rap	ys°dRap	par-des-sus	PRE			3.25	2.6	par-dessus	2
é-ta-g		étage	etaZ	étage	NOM	m	s	46.45	96.55	39.47	69.19		2	5	1	5	4	VCVCV	VCVC	7	5	5	4	e-taZ	2	V-CVC	egaté	Zate	é-ta-ge	NOM,VER	100	16	1.45	1.45	étage	1
cô-té		côtés	kote	côté	NOM	m	p	285.99	566.49	35.48	69.05		1	11	0	5	4	CVCVC	CVCV	3	28	0	4	ko-te	2	CV-CV	sétôc	etok	cô-tés	NOM	100	20	1.75	1	côté	1
poin-t		pointe	pw5t	pointe	NOM	f	s	13.32	83.85	11.37	69.05		2	5	1	6	4	CVVCCV	CYVC	6	2	6	4	pw5t	1	CYVC	etniop	t5wp	poin-te	NOM,VER	100	26	1.25	1.35	pointe	1
che-vau		chevaux	S°vo	cheval	NOM	m	p	129.12	179.26	43.7	68.99		1	1	0	7	4	CCVCVVC	CVCV	2	3	0	0	S°-vo	2	CV-CV	xuavehc	ov°S	che-vaux	NOM	100	23	2.45	1.75	cheval	1
fi-nir		finir	finiR	finir	VER			557.61	417.97	96.48	68.92	inf;	1	2	1	5	5	CVCVC	CVCVC	3	3	5	5	fi-niR	2	CV-CVC	rinif	Rinif	fi-nir	VER	100	30	1.75	1.6	finir	1
a-von		avons	av§	avoir	VER			13572.4	6426.49	237.78	68.85	ind:pre:1p;	2	2	0	5	3	VCVCC	VCV	1	14	0	0	a-v§	2	V-CV	snova	§va	a-vons	AUX,VER	93	16	1.7	1	avoir	1
chan-gé		changé	S@Ze	changer	VER	m	s	411.99	246.49	117.83	68.85	par:pas;	2	10	0	6	4	CCVCCV	CVCV	3	10	6	4	S@-Ze	2	CV-CV	égnahc	eZ@S	chan-gé	VER,ADJ	96	25	1.7	1.25	changer	1
tour-ner		tourner	tuRne	tourner	VER			204.15	377.09	51.05	68.78	ind:pre:2p;ind:pre:2p;inf;	1	12	1	7	5	CVVCCVC	CVCCV	2	8	7	5	tuR-ne	2	CVC-CV	renruot	enRut	tour-ner	VER	96	28	1.75	1.5	tourner	1
pas-ion		passion	pasj§	passion	NOM	f	s	33.78	87.64	30.71	68.72		1	3	1	7	5	CVCCVVC	CVCYV	0	11	7	5	pa-sj§	2	CV-CYV	noissap	§jsap	pas-sion	NOM	100	26	1.95	1.25	passer-ion	2
sur-pri-s		surprise	syRpRiz	surprise	NOM	f	s	82.94	77.16	75.62	68.51		3	6	1	8	7	CVCCCVCV	CVCCCVC	1	2	8	7	syR-pRiz	2	CVC-CCVC	esirprus	ziRpRys	sur-pri-se	VER,ADJ,NOM	100	21	2.5	2.5	sur-prendre	2
gar-der		garder	gaRde	garder	VER			338.4	257.5	123.09	68.31	inf;;inf;;inf;;inf;;inf;;	1	10	1	6	5	CVCCVC	CVCCV	9	10	6	5	gaR-de	2	CVC-CV	redrag	edRag	gar-der	VER	96	29	1.3	1.3	garder	1
re-gar		regards	R°gaR	regard	NOM	m	p	61.35	423.18	8.96	68.24		1	2	0	7	5	CVCVCCC	CVCVC	5	5	0	5	R°-gaR	2	CV-CVC	sdrager	Rag°R	re-gard-s	NOM	94	18	1.6	1.7	regard	1
mi-di		midi	midi	midi	NOM	m		35.19	68.38	35.15	68.11		2	3	1	4	4	CVCV	CVCV	3	8	4	4	mi-di	2	CV-CV	idim	idim	mi-di	ADJ:num,NOM	100	21	1.8	1.6	midi	1
nom-		noms	n§	nom	NOM	m	p	570.67	395	42.5	68.11		1	6	0	4	2	CVCC	CV	4	27	0	2	n§	1	CV	smon	§n	nom-s	NOM			1.7	1	nom	1
oeu-vr		oeuvre	9vR	oeuvre	NOM		s	41.96	92.23	35.24	68.11		2	5	1	6	3	VVVCCV	VCC	1	3	6	3	9vR	1	VCC	ervueo	Rv9	oeu-vre	NOM,VER	95	22	1.75	1.65	oeuvre	1
fal-u		fallu	faly	falloir	VER	m	s	1653.76	1250.41	23.82	68.04	par:pas;	1	3	0	5	4	CVCCV	CVCV	0	8	0	0	fa-ly	2	CV-CV	ullaf	ylaf	fal-lu	VER	91	23	1.95	1.4	falloir	1
lais-a		laissa	lEsa	laisser	VER			1334.1	851.55	2.52	67.97	ind:pas:3s;	1	2	0	6	4	CVVCCV	CVCV	3	10	0	0	lE-sa	2	CV-CV	assial	asEl	lais-sa	VER	100	27	1.7	1.25	laisser	1
sor-ti		sorti	sORti	sortir	VER	m	s	884.26	627.57	81.08	67.97	par:pas;	1	8	0	5	5	CVCCV	CVCCV	3	5	0	5	sOR-ti	2	CVC-CV	itros	itROs	sor-ti	VER	100	24	1.6	1.45	sortir	1
lu-net-		lunettes	lynEt	lunette	NOM	f	p	33.33	75.27	31.61	67.84		1	2	0	8	5	CVCVCCVC	CVCVC	1	2	0	5	ly-nEt	2	CV-CVC	settenul	tEnyl	lu-net-tes	NOM	100	12	1.85	1.8	lunette	1
plan		plan	pl@	plan	NOM	m	s	147.54	88.99	119.54	67.84		2	6	1	4	3	CCVC	CCV	8	20	4	3	pl@	1	CCV	nalp	@lp	plan	ADJ,NOM	92	13	1.2	1	plan	1
tra-vail-er		travailler	tRavaje	travailler	VER			479.49	202.7	147.84	67.77	inf;;inf;;inf;;	1	10	1	10	7	CCVCVVCCVC	CCVCVYV	2	4	10	7	tRa-va-je	3	CCV-CV-YV	relliavart	ejavaRt	tra-vail-ler	VER	92	26	1.75	1.65	travailler	1
a-mi-tié		amitié	amitje	amitié	NOM	f	s	36.69	77.77	32.39	67.7		1	2	1	6	6	VCVCVV	VCVCYV	0	3	6	4	a-mi-tje	3	V-CV-CYV	éitima	ejtima	a-mi-tié	NOM	100	29	2.2	1.85	amitié	1
re-pren-dr		reprendre	R°pR@dR	reprendre	VER			126.92	340.14	36.98	67.7	inf;	1	1	1	9	7	CVCCVCCCV	CVCCVCC	1	1	7	5	R°-pR@dR	2	CV-CCVCC	erdnerper	Rd@Rp°R	re-pren-dre	VER	100	15	1.85	1.75	reprendre	1
al-a		alla	ala	aller	VER			9992.77	2854.93	4.67	67.57	ind:pas:3s;	1	4	0	4	3	VCCV	VCV	9	34	0	0	a-la	2	V-CV	alla	ala	al-la	VER	100	17	1.35	1	aller	1
cou-ran		courant	kuR@	courant	NOM	m	s	111.58	79.73	108.69	67.36		3	5	1	7	4	CVVCVCC	CVCV	8	23	7	4	ku-R@	2	CV-CV	tnaruoc	@Ruk	cou-rant	ADJ,NOM,VER	100	20	1.3	1	courant	1
is-toi-r		histoires	istwaR	histoire	NOM	f	p	359.92	359.53	64.6	67.3		1	2	0	9	6	CVCCVVCVC	VCCYVC	0	0	0	4	is-twaR	2	VC-CYVC	seriotsih	Rawtsi	his-toi-res	NOM	95	22	2.85	2	histoire	1
pâ-l		pâle	pal	pâle	ADJ		s	16.5	83.58	14.52	67.23		1	6	1	4	3	CVCV	CVC	11	30	4	3	pal	1	CVC	elâp	lap	pâ-le	ADJ	96	25	1.35	1	pâle	1
ar-br		arbre	aRbR	arbre	NOM	m	s	81.69	208.58	49.29	67.16		1	2	1	5	4	VCCCV	VCCC	2	2	5	4	aRbR	1	VCCC	erbra	RbRa	ar-bre	NOM	100	20	1.75	1.75	arbre	1
pou-vai		pouvaient	puvE	pouvoir	VER			5524.47	2659.8	15.5	67.16	ind:imp:3p;	1	3	0	9	4	CVVCVVVCC	CVCV	2	12	0	0	pu-vE	2	CV-CV	tneiavuop	Evup	pou-vaient	VER	95	21	1.85	1.35	pouvoir	1
ob-je		objet	ObZE	objet	NOM	m	s	45.94	124.32	26.88	67.09		1	2	1	5	4	VCCVC	VCCV	0	0	5	4	Ob-ZE	2	VC-CV	tejbo	EZbO	ob-jet	NOM	100	22	2.25	2	objet	1
so-li-tu-d		solitude	solityd	solitude	NOM	f	s	19.64	69.73	19.48	66.96		1	2	1	8	7	CVCVCVCV	CVCVCVC	0	0	6	6	so-li-tyd	3	CV-CV-CVC	edutilos	dytilos	so-li-tu-de	NOM	100	25	2.85	2.75	solitude	1
le-ver		lever	l°ve	lever	VER			165.98	440.74	35.9	66.89	inf;	2	16	1	5	4	CVCVC	CVCV	3	8	5	4	l°-ve	2	CV-CV	revel	ev°l	le-ver	NOM,VER	100	16	1.65	1.55	lever	1
s-pec-ta-cl		spectacle	spEktakl	spectacle	NOM	m	s	55.19	73.78	51.14	66.76		1	2	1	9	8	CCVCCVCCV	CCVCCVCC	0	0	8	8	spEk-takl	2	CCVC-CVCC	elcatceps	lkatkEps	s-pec-ta-cle	NOM	95	23	3.05	3.15	spectacle	1
tan-tô		tantôt	t@to	tantôt	ADV			5.62	66.76	5.62	66.76		2	2	1	6	4	CVCCVC	CVCV	0	11	5	4	t@-to	2	CV-CV	tôtnat	ot@t	tan-tôt	ADV,NOM			2.7	1.4	tantôt	1
u-ni-qu		unique	ynik	unique	ADJ		s	45.43	70.14	43.12	66.76		1	2	1	6	4	VCVCVV	VCVC	3	6	6	4	y-nik	2	V-CVC	euqinu	kiny	u-ni-que	ADJ	100	15	1.6	1.4	unique	1
cher-ch		cherche	SERS	chercher	VER			712.46	448.99	150.75	66.69	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	7	4	CCVCCCV	CVCC	2	4	0	0	SERS	1	CVCC	ehcrehc	SRES	cher-che	VER	100	22	1.7	1.45	chercher	1
se-ra		sera	s°Ra	être	AUX			8074.24	6501.82	159.41	66.69	ind:fut:3s;	2	4	0	4	4	CVCV	CVCV	6	12	0	0	s°-Ra	2	CV-CV	ares	aR°s	se-ra	AUX,VER			1.45		être	1
ro-s		rose	Roz	rose	ADJ		s	23.72	96.08	18.43	66.62		3	5	1	4	3	CVCV	CVC	12	12	4	3	Roz	1	CVC	esor	zoR	ro-se	ADJ,NOM,VER	96	28	1.05	1	rose	1
fau		faux	fo	faux	ADJ	m		122.23	109.59	90.99	66.55		3	5	1	4	2	CVVC	CV	9	23	4	2	fo	1	CV	xuaf	of	faux	ADJ,ADV,NOM	100	20	1.35	1	FAUX	1
ma-la-d		malade	malad	malade	ADJ		s	158.27	73.92	147.5	66.22		2	4	1	6	5	CVCVCV	CVCVC	5	6	6	5	ma-lad	2	CV-CVC	edalam	dalam	ma-la-de	ADJ,NOM	100	18	1.65	1.65	malade	1
se-con-d		seconde	s°g§d	seconde	NOM	f	s	124.54	121.49	72.34	66.22		4	8	1	7	5	CVCVCCV	CVCVC	3	0	7	5	s°-g§d	2	CV-CVC	ednoces	d§g°s	se-con-de	ADJ,NOM,VER	100	24	1.65	1.85	seconde	1
au-teur		hauteur	ot9R	hauteur	NOM	f	s	19.99	77.7	18.19	66.15		1	5	1	7	4	CVVCVVC	VCVC	3	8	6	3	o-t9R	2	V-CVC	ruetuah	R9to	hau-teur	NOM	91	24	1.75	1.35	hauteur	1
mor		morts	mOR	mort	NOM		p	460.05	452.7	78.09	66.15		3	13	0	5	3	CVCCC	CVC	9	25	0	3	mOR	1	CVC	strom	ROm	morts	ADJ,NOM,VER	100	30	1.35	1	mort	1
un		un	1	un	ADJ:num			43.17	66.15	43.17	66.15		3	6	1	2	1	VC	V	7	20	2	1	1	1	V	nu	1	un	ADJ:num,ART:ind,PRO:ind			1.25	1.05	un-:num	2
as-oir		asseoir	aswaR	asseoir	VER			322.71	395.27	65.1	66.08	inf;	1	1	1	7	5	VCCVVVC	VCYVC	0	3	5	5	a-swaR	2	V-CYVC	rioessa	Rawsa	as-seoir	VER	90	20	2.5	1.5	asseoir	1
dou-ceur		douceur	dus9R	douceur	NOM	f	s	16.87	70	16.02	66.08		1	2	1	7	5	CVVCVVC	CVCVC	1	7	6	4	du-s9R	2	CV-CVC	ruecuod	R9sud	dou-ceur	NOM	92	26	1.85	1.65	douceur	1
sor-ti		sortie	sORti	sortie	NOM	f	s	47.81	75.27	42.58	66.01		2	8	1	6	5	CVCCVV	CVCCV	4	5	6	5	sOR-ti	2	CVC-CV	eitros	itROs	sor-tie	NOM,VER	100	24	1.5	1.45	sortie	1
du-ran		durant	dyR@	durant	PRE			34.15	65.95	34.15	65.95		3	3	1	6	4	CVCVCC	CVCV	7	8	5	4	dy-R@	2	CV-CV	tnarud	@Ryd	du-rant	NOM,PRE,VER			1.65	1.4	durant	1
nui		nuits	n8i	nuit	NOM	f	p	586.54	738.24	28.98	65.88		1	5	0	5	3	CVVCC	CYV	2	10	0	3	n8i	1	CYV	stiun	i8n	nuits	NOM	94	19	1.8	1.25	nuit	1
po-li-ti-qu		politique	politik	politique	NOM		s	38.38	70.34	34.84	65.88		2	4	1	9	7	CVCVCVCVV	CVCVCVC	0	1	9	7	po-li-tik	3	CV-CV-CVC	euqitilop	kitilop	po-li-ti-que	ADJ,NOM	100	18	2.4	1.95	politique	1
cal-m		calme	kalm	calme	ADJ		s	66.57	73.65	58.78	65.81		3	7	1	5	4	CVCCV	CVCC	9	16	5	4	kalm	1	CVCC	emlac	mlak	cal-me	ADJ,NOM,VER	95	20	1.2	1	calme	1
fa-ti-gu		fatigue	fatig	fatigue	NOM	f	s	9.25	69.46	8.7	65.81		2	5	1	7	5	CVCVCVV	CVCVC	2	0	7	5	fa-tig	2	CV-CVC	eugitaf	gitaf	fa-ti-gue	NOM,VER	100	13	1.9	1.75	fatiguer	1
po-sa		posa	poza	poser	VER			217.2	409.05	1.77	65.68	ind:pas:3s;	1	3	0	4	4	CVCV	CVCV	6	10	0	0	po-za	2	CV-CV	asop	azop	po-sa	VER	95	23	1.5	1.15	poser	1
prin-c		prince	pR5s	prince	NOM	m	s	98.9	101.22	44.83	65.61		1	2	1	6	4	CCVCCV	CCVC	1	4	6	4	pR5s	1	CCVC	ecnirp	s5Rp	prin-ce	NOM	88	26	1.8	1.7	prince	1
tuer		tuer	t8e	tuer	VER			928.06	171.15	346.18	65.54	inf;;inf;;inf;;inf;;	1	13	1	4	3	CVVC	CYV	8	12	4	3	t8e	1	CYV	reut	e8t	tuer	VER	100	20	1.25	1.3	tuer	1
lon		longs	l§	long	ADJ	m	p	164.02	444.86	17.65	65.47		2	5	0	5	2	CVCCC	CV	4	28	0	2	l§	1	CV	sgnol	§l	long-s	ADJ,NOM	100	23	1.65	1	long	1
or		or	OR	or	CON			17.13	65.27	17.13	65.27		3	8	1	2	2	VC	VC	7	16	2	2	OR	1	VC	ro	RO	or	ADJ,CON,NOM			1.3	1	or	1
lé-gè-re-men		légèrement	leZER°m@	légèrement	ADV			6.35	65.2	6.35	65.2		1	1	1	10	8	CVCVCVCVCC	CVCVCVCV	0	0	7	7	le-ZE-R°-m@	4	CV-CV-CV-CV	tnemerègél	@m°REZel	lé-gè-re-ment	ADV			2.85		légèrement	1
a-vi		avis	avi	avis	NOM	m	p	139.22	65.14	139.22	65.14		1	1	1	4	3	VCVC	VCV	5	16	4	3	a-vi	2	V-CV	siva	iva	a-vis	NOM	95	24	1.3	1	avis	1
oi-seau		oiseaux	wazo	oiseau	NOM	m	p	77.73	113.04	33.96	65.07		1	2	0	7	4	VVCVVVC	YVCV	2	6	0	4	wa-zo	2	YV-CV	xuaesio	ozaw	oi-seaux	NOM	100	22	1.8	1.7	oiseau	1
